Delay,Size,Concurrency,Average Latency (s),Requests/sec
1800,500,800,1.8321,431.7981
1800,500,900,1.8273,486.5476
1800,500,1000,1.8354,537.7432
1800,500,1100,1.8390,590.2831
1800,500,1200,1.8488,639.8777
1800,500,1300,1.8608,688.3958
1800,500,1400,1.8537,745.7471
1800,500,1500,1.8635,792.6955
1800,1000,100,1.8060,65.0904
1800,1000,200,1.8068,110.5890
1800,1000,300,1.8093,165.4722
1800,1000,400,1.8121,219.9875
1800,1000,500,1.8169,273.5211
1800,1000,600,1.8243,326.1588
1800,1000,700,1.8351,376.7693
1800,1000,800,1.8458,427.0050
1800,1000,900,1.8403,480.6203
1800,1000,1000,1.8322,542.0232
1800,1000,1100,1.8717,578.6932
1800,1000,1200,1.8753,630.2346
1800,1000,1300,1.8700,685.4146
1800,1000,1400,1.8615,741.9383
1800,1000,1500,1.8813,784.9824
1900,0,100,1.9022,67.3497
1900,0,200,1.9025,105.1197
1900,0,300,1.9027,157.6607
1900,0,400,1.9029,210.1658
1900,0,500,1.9035,262.5571
1900,0,600,1.9031,314.9269
1900,0,700,1.9046,366.9910
1900,0,800,1.9063,418.9365
1900,0,900,1.9064,471.2988
1900,0,1000,1.9078,522.9903
1900,0,1100,1.9081,574.5038
1900,0,1200,1.9100,626.0247
1900,0,1300,1.9120,677.7039
1900,0,1400,1.9148,728.1429
1900,0,1500,1.9185,778.3384
1900,500,100,1.9041,69.0522
1900,500,200,1.9054,104.8501
1900,500,300,1.9070,157.0914
1900,500,400,1.9089,208.9514
1900,500,500,1.9126,260.3519
1900,500,600,1.9177,310.6754
1900,500,700,1.9228,360.7884
1900,500,800,1.9186,412.7101
1900,500,900,1.9365,459.3108
1900,500,1000,1.9416,507.5380
1900,500,1100,1.9253,568.3565
1900,500,1200,1.9520,607.1513
1900,500,1300,1.9738,650.3302
1900,500,1400,1.9492,708.7176
1900,500,1500,1.9516,754.7921
1900,1000,100,1.9060,64.7354
1900,1000,200,1.9082,104.6607
1900,1000,300,1.9117,156.4312
1900,1000,400,1.9179,207.2156
1900,1000,500,1.9254,257.6528
1900,1000,600,1.9321,307.4477
1900,1000,700,1.9354,357.4119
1900,1000,800,1.9421,405.6962
1900,1000,900,1.9437,457.5830
1900,1000,1000,1.9564,502.0220
1900,1000,1100,1.9464,558.5112
1900,1000,1200,1.9427,611.2733
1900,1000,1300,1.9597,655.7412
1900,1000,1400,1.9717,699.4443
1900,1000,1500,1.9624,751.8078
2000,0,100,2.0021,59.4193
2000,0,200,2.0022,99.8854
2000,0,300,2.0027,149.7824
2000,0,400,2.0029,199.6364
2000,0,500,2.0027,249.5204
2000,0,600,2.0036,299.0794
2000,0,700,2.0038,348.7058
2000,0,800,2.0053,398.2978
2000,0,900,2.0059,447.9272
2000,0,1000,2.0078,497.0123
2000,0,1100,2.0068,546.3176
2000,0,1200,2.0112,594.5510
2000,0,1300,2.0113,643.5669
2000,0,1400,2.0133,693.0585
2000,0,1500,2.0183,739.3836
2000,500,100,2.0048,63.8930
2000,500,200,2.0052,99.6719
2000,500,300,2.0060,149.4410
2000,500,400,2.0087,198.6773
2000,500,500,2.0125,247.6091
2000,500,600,2.0152,296.1370
2000,500,700,2.0202,344.0365
2000,500,800,2.0204,392.4983
2000,500,900,2.0258,439.7618
2000,500,1000,2.0394,484.8925
2000,500,1100,2.0497,530.4509
2000,500,1200,2.0510,578.0481
2000,500,1300,2.0532,625.0027
2000,500,1400,2.0535,673.0860
2000,500,1500,2.0590,717.7853
2000,1000,100,2.0061,67.3284
2000,1000,200,2.0068,99.5854
2000,1000,300,2.0095,149.0205
2000,1000,400,2.0136,198.0019
2000,1000,500,2.0150,246.9858
2000,1000,600,2.0251,293.3649
2000,1000,700,2.0400,339.0410
2000,1000,800,2.0435,385.7312
2000,1000,900,2.0269,441.0555
2000,1000,1000,2.0407,486.3029
2000,1000,1100,2.0687,523.3412
2000,1000,1200,2.0569,575.0137
2000,1000,1300,2.0583,621.2715
2000,1000,1400,2.0905,660.5637
2000,1000,1500,2.0704,713.7842
