Delay,Size,Concurrency,Average Latency (s),Requests/sec
300,300,200,0.3031,657.8907
300,300,400,0.3061,1294.4727
300,300,600,0.3113,1882.0126
300,300,800,0.3162,2433.5995
300,300,1000,0.3212,2981.2196
300,400,200,0.3034,656.7552
300,400,400,0.3054,1294.9880
300,400,600,0.3119,1874.6994
300,400,800,0.3157,2443.3950
300,400,1000,0.3202,3019.7512
300,500,200,0.3042,654.1806
300,500,400,0.3079,1277.8337
300,500,600,0.3122,1874.1059
300,500,800,0.3220,2393.1543
300,500,1000,0.3210,2976.5688
400,0,200,0.4013,498.2891
400,0,400,0.4020,992.2351
400,0,600,0.4030,1480.2169
400,0,800,0.4038,1969.8438
400,0,1000,0.4085,2428.6505
400,100,200,0.4020,496.9405
400,100,400,0.4035,987.9104
400,100,600,0.4045,1474.4098
400,100,800,0.4060,1944.6372
400,100,1000,0.4110,2391.8794
400,200,200,0.4026,495.7852
400,200,400,0.4048,981.2000
400,200,600,0.4075,1453.8181
400,200,800,0.4091,1922.9309
400,200,1000,0.4172,2323.0856
400,300,200,0.4030,495.1283
400,300,400,0.4060,977.8676
400,300,600,0.4120,1439.4616
400,300,800,0.4107,1909.1331
400,300,1000,0.4208,2318.3654
400,400,200,0.4041,493.3406
400,400,400,0.4067,973.4247
400,400,600,0.4106,1432.8847
400,400,800,0.4195,1871.5146
400,400,1000,0.4243,2285.3215
400,500,200,0.4039,493.6348
400,500,400,0.4066,975.6587
400,500,600,0.4116,1429.4677
400,500,800,0.4146,1885.5826
400,500,1000,0.4284,2244.6825
500,0,200,0.5013,398.8731
500,0,400,0.5018,795.6402
500,0,600,0.5025,1190.5482
500,0,800,0.5045,1575.2874
500,0,1000,0.5075,1956.9477
500,100,200,0.5018,398.1712
500,100,400,0.5033,792.5758
500,100,600,0.5047,1181.4349
500,100,800,0.5095,1556.4376
500,100,1000,0.5103,1935.0052
500,200,200,0.5025,397.3407
500,200,400,0.5041,789.6927
500,200,600,0.5064,1173.1514
500,200,800,0.5097,1541.8597
500,200,1000,0.5097,1937.0119
500,300,200,0.5030,396.6960
500,300,400,0.5052,787.5838
500,300,600,0.5087,1167.5135
500,300,800,0.5146,1518.6294
500,300,1000,0.5218,1864.1082
500,400,200,0.5035,396.4375
500,400,400,0.5060,785.0778
500,400,600,0.5119,1153.7907
500,400,800,0.5164,1509.2061
500,400,1000,0.5271,1843.3319
500,500,200,0.5040,395.8255
500,500,400,0.5068,783.9646
500,500,600,0.5116,1152.8555
500,500,800,0.5176,1507.3267
500,500,1000,0.5311,1822.2202
600,0,200,0.6015,332.4493
600,0,400,0.6017,663.9827
600,0,600,0.6028,992.1209
600,0,800,0.6034,1322.1534
600,0,1000,0.6052,1643.6259
600,100,200,0.6020,332.0627
600,100,400,0.6027,662.3110
600,100,600,0.6030,991.5395
600,100,800,0.6075,1306.2244
600,100,1000,0.6072,1636.1688
600,200,200,0.6023,331.7581
600,200,400,0.6047,659.5110
600,200,600,0.6050,987.2178
600,200,800,0.6098,1298.4064
600,200,1000,0.6136,1611.0017
600,300,200,0.6027,331.4848
600,300,400,0.6044,659.1444
600,300,600,0.6080,978.6595
600,300,800,0.6101,1299.6509
600,300,1000,0.6157,1604.7726
600,400,200,0.6033,331.0191
600,400,400,0.6059,657.5371
600,400,600,0.6104,973.2545
600,400,800,0.6170,1280.3343
600,400,1000,0.6191,1589.1945
600,500,200,0.6040,330.6895
600,500,400,0.6059,657.3180
600,500,600,0.6105,972.1477
600,500,800,0.6202,1268.0311
600,500,1000,0.6282,1562.2146
700,0,200,0.7012,285.2006
700,0,400,0.7019,569.4398
700,0,600,0.7030,851.4717
700,0,800,0.7047,1129.4372
700,0,1000,0.7065,1408.3460
700,100,200,0.7019,284.6757
700,100,400,0.7030,567.8607
700,100,600,0.7044,848.8642
700,100,800,0.7072,1123.5649
700,100,1000,0.7095,1396.9377
700,200,200,0.7025,284.3772
700,200,400,0.7038,566.7727
700,200,600,0.7055,845.6878
700,200,800,0.7093,1115.4771
700,200,1000,0.7139,1380.3109
700,300,200,0.7030,284.0696
700,300,400,0.7051,565.7477
700,300,600,0.7090,839.2214
700,300,800,0.7111,1111.5482
700,300,1000,0.7125,1388.0979
700,400,200,0.7034,283.8635
700,400,400,0.7049,565.2329
700,400,600,0.7086,839.9091
700,400,800,0.7133,1106.0734
700,400,1000,0.7146,1383.3750
700,500,200,0.7035,283.7335
700,500,400,0.7066,563.4734
700,500,600,0.7114,835.2234
700,500,800,0.7162,1097.2365
700,500,1000,0.7201,1376.4248
800,0,200,0.8013,249.5769
800,0,400,0.8021,498.2230
800,0,600,0.8028,745.8589
800,0,800,0.8045,991.1580
800,0,1000,0.8051,1236.5546
800,100,200,0.8019,249.2802
800,100,400,0.8032,497.1723
800,100,600,0.8043,742.9034
800,100,800,0.8083,983.5384
800,100,1000,0.8078,1226.8770
800,200,200,0.8023,249.1118
800,200,400,0.8043,495.9164
800,200,600,0.8072,738.6272
800,200,800,0.8107,978.0643
800,200,1000,0.8117,1214.6135
800,300,200,0.8030,248.8391
800,300,400,0.8054,494.9104
800,300,600,0.8101,735.6008
800,300,800,0.8111,974.4932
800,300,1000,0.8173,1206.6812
800,400,200,0.8033,248.6349
800,400,400,0.8062,494.0598
800,400,600,0.8104,734.3733
800,400,800,0.8123,976.4717
800,400,1000,0.8215,1199.0531
800,500,200,0.8036,248.3350
800,500,400,0.8073,492.5317
800,500,600,0.8121,731.4378
800,500,800,0.8183,963.6221
800,500,1000,0.8223,1192.1197
900,0,200,0.9013,221.8713
900,0,400,0.9020,443.0466
900,0,600,0.9025,663.8556
900,0,800,0.9039,882.6469
900,0,1000,0.9060,1099.7420
900,100,200,0.9020,221.6145
900,100,400,0.9035,441.9359
900,100,600,0.9047,661.2545
900,100,800,0.9065,878.2574
900,100,1000,0.9100,1090.7710
900,200,200,0.9025,221.4308
900,200,400,0.9041,441.4013
900,200,600,0.9083,656.9103
900,200,800,0.9104,872.2603
900,200,1000,0.9157,1081.2388
900,300,200,0.9030,221.2857
900,300,400,0.9049,440.7208
900,300,600,0.9121,652.3570
900,300,800,0.9127,867.3896
900,300,1000,0.9177,1069.3373
900,400,200,0.9037,220.9628
900,400,400,0.9065,439.7783
900,400,600,0.9104,653.8503
900,400,800,0.9151,861.5962
900,400,1000,0.9244,1063.9468
900,500,200,0.9040,220.9451
900,500,400,0.9075,438.8918
900,500,600,0.9160,648.8869
900,500,800,0.9257,852.2977
900,500,1000,0.9194,1072.7939
1000,0,200,1.0013,199.7063
1000,0,400,1.0017,398.9810
1000,0,600,1.0029,597.1576
1000,0,800,1.0053,793.2134
1000,0,1000,1.0069,988.8047
1000,100,200,1.0021,199.4804
1000,100,400,1.0035,398.0756
1000,100,600,1.0044,595.5512
1000,100,800,1.0065,791.1189
1000,100,1000,1.0129,978.9540
1000,200,200,1.0026,199.3642
1000,200,400,1.0050,397.0210
1000,200,600,1.0066,593.7649
1000,200,800,1.0098,785.5887
1000,200,1000,1.0125,977.3042
1000,300,200,1.0028,199.2143
1000,300,400,1.0053,396.8050
1000,300,600,1.0084,590.7040
1000,300,800,1.0128,781.0474
1000,300,1000,1.0251,962.2233
1000,400,200,1.0034,199.1193
1000,400,400,1.0065,395.9101
1000,400,600,1.0107,589.1739
1000,400,800,1.0230,771.4662
1000,400,1000,1.0241,961.3552
1000,500,200,1.0035,199.0768
1000,500,400,1.0063,395.7934
1000,500,600,1.0107,588.5378
1000,500,800,1.0179,775.6364
1000,500,1000,1.0242,965.1624
